PALABRA,FRECUENC
átomo,24
atona,0
átona,0
átono,1
atora,0
atoro,0
atrás,347
atril,7
atrio,7
atroz,39
atufo,0
audaz,15
augur,0
aúllo,0
aunar,4
aupar,1
áurea,0
áureo,0
ausol,0
aután,0
autor,267
avara,4
avaro,8
avatí,0
avena,1
aveza,0
aviar,0
avica,0
ávida,9
ávido,13
avión,81
aviso,39
avugo,0
axial,8
axila,4
ayate,0
ayear,0
ayllu,0
ayote,0
ayuda,178
ayuga,0
ayuna,0
ayuno,2
ayuso,0
azada,2
azalá,0
azaro,0
azaya,0
azcón,0
azerí,0
ázimo,0
azoar,0
azoro,2
azote,12
aztor,0
azuda,0
babel,3
babeo,0
babia,1
bable,1
babor,2
bache,3
bacía,1
bacín,0
badal,0
badán,0
badea,0
badén,0
badil,0
bafar,0
bafle,0
bagar,0
bagre,0
bahaí,0
bahía,29
baída,0
baifa,0
baifo,0
baila,12
baile,79
bajar,73
bajel,2
bajeo,0
bajez,0
bajía,0
bajío,1
bajón,1
balaj,0
balar,0
balay,0
balda,2
balde,17
baldo,0
balea,0
baleo,0
balín,1
balón,44
balsa,3
balso,0
balta,0
balto,0
bamba,0
bambú,17
banal,15
banas,0
banca,10
bance,0
banco,103
banda,51
bando,24
banir,0
banjo,3
bantú,3
banyo,0
banzo,0
bañar,2
bañil,0
bañón,0
baque,0
barba,61
barbo,0
barca,13
barco,104
barda,0
bardo,2
baria,0
baría,0
baril,0
barín,0
bario,0
barón,6
barra,91
barro,56
barza,0
basal,2
basar,3
basca,10
basco,0
basis,0
basna,0
basta,139
baste,15
basto,4
batán,0
batea,0
batel,0
bateo,0
batey,0
batín,5
batir,20
bausa,0
bauza,0
bayal,0
bayón,0
bayúa,0
bazar,3
beata,11
beato,3
bebda,0
bebdo,0
beber,96
becar,0
bedel,20
befar,0
befre,0
beige,4
bejín,1
belén,13
belez,0
belfa,0
belfo,2
belga,11
belio,0
bella,129
belli,0
bello,58
belua,0
bemba,0
bembo,0
bemol,0
benzo,0
beoda,0
beodo,1
beorí,0
beque,0
berbí,0
berma,0
berón,0
berra,0
berro,2
berta,0
berza,0
besar,13
betel,0
betún,7
beuda,0
beudo,0
beuna,0
bevra,0
bezar,0
bezón,0
biaza,0
bibir,0
bical,0
bicha,8
biche,0
bicho,19
bicos,0
bidma,0
bidón,3
biela,1
bijao,0
bijol,0
bilao,0
bilis,4
billa,0
bilma,0
bimba,0
binar,0
bingo,10
binza,0
biota,0
birla,0
birlí,0
birlo,0
bisar,0
bisel,1
bisté,0
bitar,0
bíter,0
bitor,0
bizca,1
bizco,5
bizma,0
bizna,0
blago,0
blava,0
blavo,0
bleda,0
bledo,4
blezo,0
bloca,0
blues,0
blusa,31
boato,7
bocal,0
bocel,0
bocha,0
boche,0
bocho,0
bocín,0
bocio,3
bocón,0
bocoy,0
bodón,0
bogar,0
bohío,5
boina,14
boira,0
bojar,0
bojeo,0
bolán,0
bolar,0
boldo,0
boleo,0
bolín,4
bolla,0
bollo,5
bolón,0
bolsa,66
bolso,37
bomba,38
bombé,0
bombo,7
bonga,0
bongo,0
bongó,1
bonzo,0
boque,0
boqui,0
bórax,2
borda,18
borde,92
bordo,36
bóreo,0
boria,0
borla,2
borne,1
borní,0
borra,21
borro,0
borto,0
bosar,0
bosta,1
botar,0
botín,13
botón,50
botor,0
boxeo,6
bóxer,0
boyal,0
boyar,0
bozal,2
bozón,0
braca,0
braco,0
braga,5
brama,1
braña,1
brasa,14
brava,8
bravo,22
braza,0
brazo,191
brear,0
breca,0
brega,4
breña,0
brete,1
breva,4
breve,155
brezo,3
brial,0
briba,0
brida,2
briol,0
brios,0
brisa,66
briza,0
brizo,0
broca,0
broma,55
bromo,2
brota,17
brote,6
broto,0
broza,0
brugo,0
bruja,28
brujo,17
bruma,27
brumo,0
bruna,7
bruno,0
bruño,0
bruta,7
bruto,17
bruza,0
buaro,0
bubón,0
bucal,2
buceo,2
buces,0
bucha,0
buche,6
bucio,0
bucle,5
budín,1
buega,0
buéis,0
buena,485
bueno,504
buera,0
bufar,0
bufeo,0
bufia,0
bufón,4
bufos,1
bugle,0
buhar,0
buhío,0
buida,0
buido,0
bujeo,0
bujía,0
bular,0
bulbo,0
bulda,0
bulla,3
bulón,0
bulto,42
bunio,0
buque,32
buqué,0
burda,4
burdo,3
burel,0
bureo,2
burga,0
burgo,2
buril,0
burla,29
burra,8
burro,36
busca,225
busco,17
busto,13
buten,0
butiá,0
buzar,0
buzón,10
buzos,1
cabal,24
cabás,0
caber,3
cabio,0
cable,16
cabra,21
cabro,0
cacán,0
cacao,6
cacea,0
caceo,0
cacha,2
cacho,5
cachú,0
cacle,0
cacto,0
cacuy,0
cader,0
cadoz,0
cafiz,0
cafre,0
cagar,4
cagón,0
cahíz,0
caico,0
caída,93
caído,83
caire,0
caite,0
cajel,0
cajín,0
cajón,52
cálao,0
calar,2
calca,0
calce,0
calco,3
calda,0
caldo,20
caler,0
calés,2
cáliz,8
calla,25
calle,601
callo,12
calma,74
calmo,4
calón,0
calor,245
calta,0
calva,9
calvo,24
calza,2
calzo,2
camal,0
camao,0
camba,0
cambo,0
camia,0
camio,0
camón,0
campa,3
campo,387
canal,68
canco,0
cande,0
candi,0
caney,0
canez,0
canga,0
cania,0
canil,0
canje,2
canoa,5
canon,8
cansa,6
cansí,0
canso,3
canta,42
cante,20
canto,73
cantú,0
cañal,0
cañar,0
cañeo,0
cañón,44
caoba,9
caobo,0
capar,2
capaz,358
capea,3
capel,0
capeo,0
capia,0
capín,0
capio,0
capón,3
cappa,0
capuz,0
caqui,0
carao,0
carau,0
caraú,0
caray,3
carba,0
carca,4
carda,0
cardo,3
carea,0
carel,0
careo,0
carey,1
carga,138
cargo,82
caria,1
cario,0
cariz,7
carla,0
carló,0
carme,0
carne,235
carné,8
carpa,2
carpe,0
carpo,0
carra,0
carro,48
carta,227
carvi,0
casal,2
casar,26
casca,1
casco,28
cásea,0
cáseo,0
casia,1
casio,0
casis,0
casón,0
caspa,5
casta,14
casto,10
casus,0
catán,0
catar,2
cateo,0
catey,0
catín,0
catón,3
catos,0
catre,16
cauba,0
cauca,0
cauce,40
cauda,0
cauje,0
caula,0
cauno,0
cauri,0
cauro,0
causa,261
cauta,3
cauto,4
cauza,0
caván,0
cavar,6
cávea,0
cavia,0
cavío,0
cavón,0
cayán,0
cazar,18
cazón,1
cazuz,0
ceaja,0
ceajo,0
cebar,1
cebil,0
cebón,0
cebra,5
cebro,0
cebtí,0
cecal,0
ceceo,6
ceder,24
cedra,0
cedro,2
cefea,0
cegar,3
cegrí,0
cegua,0
ceiba,2
ceibo,0
ceína,0
cejar,2
celán,0
celar,0
celda,46
celfo,0
celia,0
cella,0
cello,1
celta,5
cembo,0
cenal,0
cenar,46
cenca,0
cenco,0
cenia,0
cenit,4
censo,9
ceñar,0
ceñir,2
cepón,0
ceptí,0
cequí,0
cerca,360
cerco,16
cerda,6
cerdo,34
cérea,0
céreo,1
cerio,0
cerna,0
cerne,0
cerno,0
cerón,0
cerpa,0
cerra,0
cerro,28
cesar,32
césar,0
cesio,1
cesta,14
cesto,5
cetil,0
cetís,0
cetra,0
cetre,0
cetro,12
ceutí,1
cevil,0
chaca,0
chaco,0
chacó,2
chajá,0
chala,1
chale,0
chalé,14
chama,0
chaná,0
chano,0
chaño,0
chapa,12
chape,0
chapó,0
chata,9
chato,2
chaúl,0
chauz,0
chavo,2
chavó,0
chaya,0
chayo,0
chaza,0
chazo,0
checa,3
checo,2
cheje,0
chele,0
cheli,0
chepa,0
chepo,0
chera,0
chero,0
chesa,0
cheso,0
chiar,0
chica,179
chico,173
chile,0
chimó,0
china,0
chiné,0
chino,48
chipa,0
chipá,0
chipe,0
chipé,0
chira,0
chisa,0
chist,0
chita,0
chite,0
chito,0
chiva,0
chivo,9
chiza,0
choba,0
choca,6
choco,4
chocó,8
chofe,0
chola,0
cholo,0
chopa,0
chope,0
chopo,1
chori,0
choro,0
chota,2
chote,0
choto,1
chova,0
choya,0
choza,8
chozo,2
chuca,0
chufa,2
chula,1
chulé,0
chulo,17
chuna,0
chuña,0
chuño,0
chupa,4
chupe,0
chupo,0
churo,0
chuva,0
chuya,0
chuyo,0
chuza,0
chuzo,0
cianí,0
ciato,0
cibal,0
cicca,0
ciclo,42
cidra,0
cidro,0
cieca,0
ciega,47
ciego,103
cielo,334
ciemo,0
cieno,2
cifra,35
cigua,0
cilio,0
cilla,0
cimar,0
cimba,0
cimia,0
cimpa,0
cinca,0
cinco,426
cinia,0
cinta,37
cinto,7
circe,0
circo,39
cirio,2
cirro,0
cisca,0
cisco,2
cisma,1
cisne,10
citar,25
citra,0
civil,153
claco,0
clapa,0
clara,132
claro,598
clase,404
clava,7
clave,72
clavo,17
cleda,0
clero,14
clica,0
clima,73
clipe,0
clisé,0
cloro,9
clota,0
clown,0
clube,0
coana,0
coata,0
coate,0
coatí,0
cobea,0
cobez,0
cobil,0
cobla,0
cobra,37
cobre,31
cobro,9
cocal,0
cocar,0
cocer,4
cocha,0
coche,301
cochi,0
cocho,0
cocol,0
cocui,0
cocuy,0
codal,0
codeo,0
codín,0
codón,0
coeva,0
coevo,0
cofia,2
cofín,0
cofre,6
coger,42
cogón,0
cohol,0
coido,0
coima,1
coime,0
coiné,0
coipo,0
coito,8
cojal,0
cojez,0
cojín,12
cojón,3
colar,2
coleo,0
colín,0
colla,0
colma,4
colme,0
colmo,40
colon,0
colón,0
color,335
colpa,0
colpe,0
colza,2
comal,4
comba,1
combo,0
comer,221
cómic,0
comis,0
comta,0
comto,0
común,316
conca,0
conde,80
conga,0
congo,0
conta,0
coñac,36
coñón,0
coona,0
copal,0
copar,0
cópec,0
copeo,1
copey,0
copia,23
copín,0
copla,14
copón,7
copra,0
copta,2
copto,2
coque,2
coquí,0
coral,12
córam,0
corán,8
corar,0
coras,0
corbe,0
corca,0
corco,0
corda,0
corea,1
coreo,0
coria,1
corla,0
corma,0
corno,0
corpa,0
corps,0
corra,2
corro,16
corsa,1
corsé,4
corso,2
corta,76
corte,137
corto,88
corúa,0
corva,0
corvo,1
corza,1
corzo,2
coser,15
cospe,0
costa,124
coste,19
costo,9
cotar,0
cotín,0
cotón,0
cotúa,0
coxal,0
coxis,0
coyán,0
coyol,0
crasa,0
craso,1
craza,0
crear,103
credo,5
creer,151
crema,21
crepe,0
cresa,0
creso,2
creta,0
criar,7
criba,1
cribo,0
crica,0
crida,0
croar,1
croco,0
cromo,6
crono,0
cross,1
croza,0
cruce,22
cruda,16
crudo,11
cruel,58
crúor,0
cruza,22
cuaba,0
cuaco,0
cuada,0
cuado,0
cuajo,7
cuark,0
cuasi,6
cuata,0
cuate,0
cuatí,0
cubil,10
cucar,0
cucha,0
cuché,0
cuchí,0
cucho,0
cucuy,0
cueca,0
cuemo,0
cuera,0
cuero,64
cuesa,0
cuete,0
cueto,0
cueva,29
cueza,0
cuezo,0
cuica,0
cuico,0
cuida,16
cuido,4
cuija,0
cuina,0
cuino,0
cuita,1
cujón,0
cular,0
culas,0
culén,0
culle,0
culón,0
culpa,154
culta,13
culto,59
cumba,0
cumbé,0
cumbo,0
cúmel,0
cunar,0
cuneo,0
cúneo,0
cuñal,0
cuñar,0
cuomo,0
cuota,8
cuplé,2
cupón,0
cural,0
curar,16
curca,0
curco,0
curda,0
curdo,0
curia,5
curio,0
curra,0
curro,2
cursi,17
curso,150
curta,0
curto,15
curul,0
curva,43
curvo,5
cusca,0
cusco,0
cusir,0
cusma,0
cuspa,0
cúter,0
cutio,0
cutir,0
cutis,20
cutre,5
cuzco,0
cuzma,0
dable,0
dacia,0
dacio,0
dador,12
dagón,0
dahír,0
daifa,0
dajao,0
dalai,0
dalgo,0
dalia,3
dalla,0
dallá,0
dalle,0
damil,0
dance,1
dandi,0
danés,8
dango,0
danta,0
dante,0
danto,0
danza,30
dañar,5
daquí,0
dardo,35
dares,0
darga,0
datar,0
dátil,1
dauco,0
daudá,0
david,0
debda,0
debdo,0
deber,90
débil,68
debla,0
deble,0
debut,3
decir,1416
decor,0
dedal,1
dedeo,0
dedil,0
deesa,0
dejar,289
delco,0
delga,0
delia,1
delio,0
della,7
dello,0
delta,12
demás,594
dende,0
densa,25
denso,25
deñar,0
depós,0
deque,0
derbi,0
desca,0
desde,2683
deseo,239
desga,0
desta,0
deste,0
desto,0
desús,0
deuda,15
deudo,0
deván,0
díada,0
diado,0
diana,8
diaño,0
dicaz,0
dicha,97
dicho,615
diego,0
diesi,0
dieta,25
digna,36
digno,46
dijes,1
dimes,3
dimir,0
dinar,0
diñar,0
diodo,4
diosa,23
dioso,0
dique,0
disco,50
disón,0
diuca,0
diván,19
dobla,10
doble,182
doblo,2
docén,0
dócil,21
docta,2
docto,3
dogal,0
dogma,13
dogre,0
dolar,0
dólar,4
doler,3
dolor,234
domar,2
dombo,0
donar,0
donde,1692
doneo,0
dopar,0
doral,1
dorar,0
doria,0
dorio,0
dorna,0
dorso,10
dosel,4
dosis,69
dotal,0
dotar,7
dotor,0
draba,0
draga,1
drago,0
drama,75
drino,0
driza,0
droga,38
drope,0
drupa,0
drusa,0
druso,2
dubda,0
dubio,0
ducal,1
ducas,0
ducha,42
ducho,4
dúcil,0
dudar,18
duela,5
duelo,33
duena,0
dueña,36
dueño,106
dueto,0
dular,0
dulce,104
dulía,0
dunda,0
dundo,0
dupla,0
duplo,0
duque,30
durar,21
durez,0
ébano,4
ebria,2
ebrio,8
echar,89
edema,0
edila,0
edipo,1
edrar,0
efebo,2
éfera,0
éfero,0
efetá,0
éfeta,0
efeto,0
éforo,0
efusa,0
efuso,0
egena,0
egeno,0
egida,0
égida,0
eguar,0
ejido,2
ejión,0
ejote,0
elamí,0
elata,0
elato,0
elche,0
élega,0
élego,0
elemí,0
eleta,0
eleto,0
elite,0
ellas,605
ellos,1369
elote,0
empós,0
émula,0
émulo,2
enana,7
enano,10
encia,0
encía,3
eneal,0
enema,0
enero,44
enojo,8
ensay,0
enteo,0
entre,3370
entro,28
énula,0
envés,5
envío,8
eolia,0
eolio,0
épica,17
épico,4
época,333
epoda,0
epodo,0
epota,0
epoto,0
equis,20
eraje,0
erala,1
erbio,0
ercer,0
erebo,0
ergio,0
erial,0
erina,0
erizo,4
ermar,0
erraj,0
errar,3
error,109
eruga,0
eruto,0
escás,0
escoa,0
esnob,2
espay,0
espía,10
espín,1
esquí,3
estar,646
estas,745
estay,0
éster,0
estil,0
estío,5
estol,0
estor,1
estos,852
estro,0
ésula,0
etano,0
etapa,47
ética,134
ético,37
etilo,0
étimo,0
etnea,0
etneo,0
etnia,2
etola,0
etolo,0
etusa,0
eubea,0
eubeo,0
evohé,0
exida,0
éxito,187
éxodo,6
extra,14
fabla,0
fabro,0
facer,0
facha,6
facia,0
facie,0
fácil,281
facón,0
facto,2
fadar,0
faena,21
fagot,0
fajar,0
fajín,0
fajol,0
fajón,0
falaz,8
falca,0
falce,1
falda,74
falir,0
falla,9
fallo,21
falsa,40
falso,53
falta,422
falte,10
falto,0
falúa,0
fanal,4
fango,8
fañar,0
faquí,0
farad,0
farda,0
fardo,6
faria,0
farol,17
farón,0
farpa,0
farra,3
farro,0
farsa,11
farta,0
farte,0
farto,0
fásol,0
fasta,0
fasto,2
fatal,59
fator,0
fatua,0
fatuo,2
fauna,14
fauno,4
favor,201
febea,0
febeo,0
feble,0
febra,0
fecal,1
fecha,101
fecho,1
feder,0
fedor,0
feeza,0
feliz,198
felón,0
felpa,11
felpo,0
felús,0
femar,0
fémur,1
fenal,0
fenda,0
fendi,0
fénix,3
fenol,0
feota,0
feote,0
feral,0
feraz,1
feria,48
ferir,0
feroz,32
ferra,0
ferre,0
ferro,1
festa,0
fetal,3
fetén,3
fetor,0
fetua,0
feúca,0
feúco,0
feudo,4
fiada,1
fiado,2
fibra,25
ficar,0
ficha,11
ficta,0
ficto,0
fideo,5
fiemo,0
fiera,20
fiero,9
figle,0
figón,4
fijar,20
filar,0
filfa,0
filis,0
filló,0
filme,11
filón,8
final,417
finar,0
finca,41
finés,0
finir,0
finta,1
fique,0
firma,46
firme,105
fisán,0
fisco,1
fisga,0
fizar,0
fizón,0
flaca,8
flaco,17
flama,0
flaón,0
flato,4
flava,0
flavo,0
fleco,3
fleja,0
fleje,0
flema,8
fleme,0
fleta,0
flete,2
flexo,4
floja,6
flojo,8
flora,25
flota,24
flote,10
fluir,26
flujo,39
flúor,3
fobia,15
focal,2
focha,1
fogar,0
fogón,8
foisa,0
foiso,0
folga,0
folgo,0
folía,0
folio,13
folla,2
foluz,0
fomes,0
fonda,7
fondo,525
fonil,0
fonio,0
fonje,0
foque,0
foral,1
foras,0
forca,0
forja,7
forma,1031
forno,0
forra,0
forro,9
forte,0
fosal,0
fosar,0
fosca,0
fosco,1
fósil,4
fosor,0
fotón,5
fóvea,0
frada,0
frade,0
fraga,0
frase,157
fredo,0
freír,7
freno,18
freón,0
frere,0
fresa,8
freso,0
frete,0
freza,0
frica,1
frida,0
frido,0
frige,0
frión,0
frior,0
frisa,1
friso,2
frita,2
frito,8
froga,0
frote,2
fruir,0
fruta,29
fruto,55
fúcar,0
fucia,0
fudre,0
fuego,200
fuera,928
fuero,7
fuesa,0
fufar,0
fugar,0
fugaz,33
fugir,0
fuida,0
fuina,0
fulán,0
fular,3
fulla,0
fumar,65
funda,37
fundo,1
fuñar,0
furia,36
furor,14
furto,0
fusca,0
fusco,0
fusil,10
fúsil,0
fusor,0
fusta,8
fuste,5
fusto,0
fútil,4
futre,0
gabán,4
gacel,0
gacha,7
gaché,0
gachí,1
gacho,0
gachó,5
gafar,0
gafez,0
gaita,5
galán,27
galce,0
galea,0
gálea,0
gáleo,0
galés,1
galga,1
galgo,2
galio,1
galla,0
gallo,33
galón,0
galop,0
galúa,0
gamba,1
gamma,26
gamón,0
ganar,103
ganga,6
gansa,4
ganso,2
ganta,0
gante,0
gañán,4
gañil,0
gañín,0
gañir,0
gañón,0
garay,0
garba,0
garbo,10
garfa,1
gario,0
garla,0
garlo,0
garma,0
garpa,0
garra,5
garúa,0
garza,5
garzo,0
gasón,0
gasto,15
gatas,4
gauss,0
gavia,1
gayar,0
gelfe,0
gemir,5
genio,55
genol,0
genro,0
genta,0
gente,597
gento,0
geoda,0
gerbo,0
gerno,0
gesta,9
gesto,315
gibao,0
gibar,0
gibón,1
gilva,0
gilvo,0
ginea,0
girar,31
giste,0
glasé,1
glayo,0
gleba,0
glera,0
globo,28
glosa,5
glose,0
gluma,0
gneis,0
gnomo,4
gobén,0
gobio,0
gocha,0
gocho,0
godeo,0
godir,0
gofio,0
golde,0
goles,3
golfa,5
golfo,15
golpe,178
gomar,0
gomel,0
gomer,0
gomia,0
gonce,0
gongo,0
gorda,41
gordo,73
gorga,0
gorja,0
gorra,26
gorro,16
goteo,5
gotón,0
gozar,30
gozne,2
grada,3
grado,128
graja,0
grajo,0
grama,1
gramo,6
grana,7
grand,0
grano,25
grant,0
grapa,0
grasa,25
graso,1
grata,12
grato,12
grava,5
grave,159
greba,0
greca,1
greco,6
greda,0
grege,0
grelo,0
greno,0
greña,5
grial,7
grida,0
grido,0
grifa,2
grifo,21
grija,0
grima,3
gripe,17
gripo,0
grisa,0
grisú,1
grita,23
grito,96
groar,0
grojo,0
gromo,0
grosa,0
groso,0
gruir,0
gruja,0
grumo,1
grupa,13
grupo,321
gruta,16
guaba,0
guabá,0
guabo,0
guaca,1
guaco,0
guado,0
guaja,0
guaje,0
guala,1
gualá,0
guama,0
guamá,0
guamo,0
guano,0
guapa,46
guapo,34
guara,0
guará,0
guaro,0
guasa,4
guaso,0
guata,2
guate,0
guaya,0
guayo,0
gubán,0
gubia,0
güeña,0
güera,0
güero,1
gueto,2
guiar,6
guida,0
guido,0
guifa,0
guija,0
guijo,0
güila,0
guiño,20
guión,36
güira,0
guiri,0
güiro,0
guisa,13
guiso,6
guita,0
guite,0
guito,0
güito,0
gular,0
gules,0
gumía,0
gurda,0
gurdo,0
gusto,257
guzga,0
guzgo,0
guzla,0
habar,0
haber,730
háber,0
hábil,15
habiz,0
habla,289
habón,0
habús,0
hacán,0
hacer,1292
hacha,14
hache,2
hacho,0
hacia,1525
hadar,0
haedo,0
hafiz,0
halar,0
halda,0
halón,0
hamez,0
hampa,2
hampo,0
hansa,0
hanzo,0
hápax,0
harca,0
harda,0
harem,0
harén,18
harma,0
harón,1
harpa,0
harre,0
harta,21
harto,43
hasta,3146
haute,0
havar,0
hayal,0
hebén,0
hebra,9
hecha,109
hecho,1140
heder,0
hedor,16
helar,3
helio,1
helor,0
henal,0
henar,0
henil,1
henry,0
heñir,0
heria,0
heril,0
herir,17
herma,0
héroe,77
herpe,0
herre,0
hertz,0
hetea,0
heteo,0
hevea,0
hiato,1
hidra,1
hielo,62
hiena,1
hiera,0
hiero,0
higuí,0
hilar,2
hilio,0
himen,0
himno,7
hinco,0
hindi,0
hindú,19
hiñir,0
hipar,0
hirco,0
hirma,0
hisca,0
hitar,0
hitón,0
hogar,93
holán,0
holco,0
honda,18
hondo,49
hongo,6
honor,91
honra,25
hopeo,0
hoque,0
horca,9
horco,0
horda,11
horma,2
horno,11
horra,0
horre,0
horro,0
hosca,6
hosco,5
hospa,0
hoste,0
hotel,152
hozar,1
huaca,0
huaco,0
hucha,3
hucho,0
hucia,0
hueca,6
hueco,66
huecú,0
huego,0
huera,5
huero,1
huesa,1
hueso,44
hueva,4
huevo,54
huich,0
huida,40
huido,12
huifa,0
huira,0
huiro,0
hulla,7
humar,0
humil,0
húmil,0
humor,125
humus,4
hurón,4
hurra,0
hurto,2
húsar,3
husma,0
husmo,0
hutía,0
ibera,0
íbera,2
ibero,1
íbero,0
íbice,0
icaco,0
ichal,0
icono,5
ícono,0
ictus,0
ideal,119
idear,6
ídolo,6
ígnea,0
ígneo,1
igual,475
iguar,0
ijada,0
ijujú,0
íleon,0
ilesa,0
ileso,3
ilion,0
ilota,0
ilusa,0
iluso,2
imada,0
imela,0
impar,5
impía,1
impío,3
impla,0
inane,4
índex,0
india,3
indio,25
ingle,5
ingre,0
inope,0
inter,1
ínter,0
invar,0
irada,0
irado,0
iraní,2
irato,0
íride,0
irupé,0
islam,15
islán,0
isleo,0
isoca,0
ístam,0
istmo,1
ítala,0
ítalo,0
itria,0
itrio,0
izada,1
izado,4
izote,0
jable,0
jabón,18
jacal,0
jacer,0
